operator,variant,N,selectivity_target,selectivity_achieved,groups_G,skew,run_id,kernel_ms,h2d_ms,d2h_ms,end2end_ms,rows_per_s,eff_GBps,correct
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,0,1.89323,0.003697,0.00302,2.4516,5.28198e+09,65.4968,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,0,2.11135,0,0.011406,2.6373,4.7363e+09,56.9836,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,0,2.49552,0,0.004843,3.006,4.00718e+09,64.1149,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,1,0.796302,0.003229,0.002552,1.3006,1.2558e+10,50.2322,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,1,1.94047,0.002968,0.003177,2.558,5.1534e+09,63.9023,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,1,2.07083,0,0.01302,2.7935,4.82897e+09,58.0986,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,1,2.46437,0,0.00453,2.9085,4.05782e+09,64.9252,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,2,0.850833,0.003489,0.002968,1.3021,1.17532e+10,47.0128,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,2,2.08547,0.00401,0.003281,2.5425,4.79509e+09,59.4593,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,2,2.13193,0,0.01276,2.9281,4.69059e+09,56.4337,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,2,2.46182,0,0.004374,3.0628,4.06203e+09,64.9925,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,3,0.845312,0.00302,0.003072,1.3921,1.183e+10,47.3198,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,3,2.10474,0.003072,0.003072,2.4705,4.75118e+09,58.9149,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,3,2.14167,0,0.011406,2.9093,4.66926e+09,56.1771,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,3,2.50833,0,0.005103,2.9436,3.98671e+09,63.7874,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,4,0.776875,0.003958,0.003281,1.2348,1.28721e+10,51.4883,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,4,1.97396,0.003958,0.00302,2.5758,5.06596e+09,62.8182,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,4,2.12198,0,0.012604,2.922,4.71258e+09,56.6983,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,4,2.38448,0,0.005156,2.873,4.19379e+09,67.1006,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,5,0.795416,0.00427,0.002864,1.2012,1.2572e+10,50.2882,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,5,1.87031,0.003333,0.00302,2.2635,5.3467e+09,66.2993,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,5,2.14943,0,0.012239,2.8418,4.6524e+09,55.9742,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,5,2.40766,0,0.005937,3.14,4.15342e+09,66.4547,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,6,0.795416,0.003177,0.002864,1.2024,1.2572e+10,50.2882,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,6,1.94864,0.002968,0.003125,2.3951,5.13177e+09,63.6342,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,6,2.54312,0,0.012083,3.4096,3.93217e+09,47.3089,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,6,2.38573,0,0.005155,3.0728,4.19159e+09,67.0655,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,7,0.786666,0.003541,0.002447,1.1987,1.27119e+10,50.8475,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,7,1.91646,0.003385,0.00276,2.3701,5.21796e+09,64.7029,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,7,2.04552,0,0.012447,2.6899,4.88873e+09,58.8176,1
